0.5080 ,0.5430 ,0.5420 ,0.4830 ,0.4940 ,0.5080 ,0.5420 ,0.4930 ,0.4930 ,0.5950 
0.5340 ,0.5830 ,0.5650 ,0.5510 ,0.5430 ,0.5380 ,0.5440 ,0.5840 ,0.5490 ,0.5820 
0.5470 ,0.5180 ,0.4900 ,0.5560 ,0.5400 ,0.4620 ,0.5210 ,0.5230 ,0.5500 ,0.6130 
0.4910 ,0.5540 ,0.4820 ,0.5260 ,0.5280 ,0.4720 ,0.4920 ,0.5540 ,0.5350 ,0.5620 
0.5640 ,0.5060 ,0.4970 ,0.5140 ,0.4790 ,0.4880 ,0.5850 ,0.5630 ,0.5690 ,0.6040 
0.5470 ,0.5500 ,0.5620 ,0.4670 ,0.4720 ,0.4850 ,0.5490 ,0.5300 ,0.5470 ,0.5760 
0.4820 ,0.4390 ,0.5180 ,0.5180 ,0.4540 ,0.4370 ,0.4150 ,0.5650 ,0.5250 ,0.4910 
0.4300 ,0.4290 ,0.4690 ,0.4160 ,0.4400 ,0.5020 ,0.3790 ,0.4140 ,0.4750 ,0.4160 
0.3880 ,0.4210 ,0.4300 ,0.4570 ,0.4100 ,0.4190 ,0.4020 ,0.3480 ,0.3830 ,0.2610 
0.1870 ,0.1870 ,0.1770 ,0.1550 ,0.1270 ,0.1930 ,0.1300 ,0.1400 ,0.1130 ,0.0009 
